data_sequence,method,byte_size,encode_speed,decode_speed,quantization_precision,gigabyte_size,slam_method,rmse,mean,median,std,min,max,sse
pincio,draco,30000681284.0,10.0,10.0,12.0,,,,,,,,,
pincio,draco,30858106496.0,10.0,10.0,14.0,,LOAM,0.36,,,,,0.96,
pincio,draco,30858106496.0,10.0,10.0,14.0,,SPARK-FAST-LIO,1.68,,,,,3.25,
pincio,draco,30858106496.0,10.0,10.0,14.0,,,,,,,,,
pincio,uncompressed,84721647080.0,,,,,LOAM,1.32,,,,,2.61,
pincio,uncompressed,84721647080.0,,,,,LOAM,1.32,,,,,2.61,
pincio,uncompressed,84721647080.0,,,,,SPARK-FAST-LIO,2.43,,,,,4.66,
pincio,uncompressed,84721647080.0,,,,,SPARK-FAST-LIO,2.43,,,,,4.66,
pincio,uncompressed,84721647080.0,,,,,,,,,,,,
quad_easy,cloudini,3842502095.0,,,0.001,,LIORF,0.1721647142116643,0.1576993031637272,0.1485397469431185,0.0690769035297535,0.0128684605935808,0.4312083542881525,58.86640799569391
quad_easy,cloudini,3842502095.0,,,0.001,,LOAM,0.1,,,,,0.23,
quad_easy,cloudini,3842502095.0,,,0.001,,SPARK-FAST-LIO,0.07,,,,,0.18,
quad_easy,cloudini,3618915007.0,,,0.01,,LIORF,0.1732067524460827,0.1587385350664771,0.1497353969753208,0.0693012018500934,0.0108975999480685,0.429673716473022,59.58115007853634
quad_easy,cloudini,3618915007.0,,,0.01,,LOAM,0.1,,,,,0.23,
quad_easy,cloudini,3618915007.0,,,0.01,,SPARK-FAST-LIO,0.07,,,,,0.18,
quad_easy,cloudini,3493667195.0,,,0.1,2.2,KISS-ICP,0.1171882239247097,0.1048708508268617,0.0959598137354516,0.0522989911325067,0.0119294243273645,0.3539260175521869,18.388593887854785
quad_easy,cloudini,3493667195.0,,,0.1,2.2,KISS-ICP,0.1171882239247097,0.1048708508268617,0.0959598137354516,0.0522989911325067,0.0119294243273645,0.3539260175521869,18.388593887854785
quad_easy,cloudini,3493667195.0,,,0.1,2.2,LIORF,0.1720829836442135,0.1573883805075507,0.1479062700300368,0.0695805356483053,0.0132010685536854,0.4345286547148324,58.8105307741508
quad_easy,cloudini,3493667195.0,,,0.1,2.2,LIORF,0.1720829836442135,0.1573883805075507,0.1479062700300368,0.0695805356483053,0.0132010685536854,0.4345286547148324,58.8105307741508
quad_easy,cloudini,3493667195.0,,,0.1,,LOAM,0.1,,,,,0.25,
quad_easy,cloudini,3493667195.0,,,0.1,,LOAM,0.1,,,,,0.25,
quad_easy,cloudini,3493667195.0,,,0.1,,LOAM,0.1,,,,,0.25,
quad_easy,cloudini,3493667195.0,,,0.1,,LOAM,0.1,,,,,0.25,
quad_easy,cloudini,3493667195.0,,,0.1,,SPARK-FAST-LIO,0.07,,,,,0.18,
quad_easy,cloudini,3493667195.0,,,0.1,,SPARK-FAST-LIO,0.07,,,,,0.18,
quad_easy,cloudini,3493667195.0,,,0.1,,SPARK-FAST-LIO,0.07,,,,,0.18,
quad_easy,cloudini,3493667195.0,,,0.1,,SPARK-FAST-LIO,0.07,,,,,0.18,
quad_easy,cloudini,3449910499.0,,,0.2,999.7,KISS-ICP,0.1176432937174678,0.1043532579317015,0.093213292343739,0.0543170517953082,0.0062649528236682,0.331365102183567,8.331646623130041
quad_easy,cloudini,3449910499.0,,,0.2,999.7,KISS-ICP,0.1176432937174678,0.1043532579317015,0.093213292343739,0.0543170517953082,0.0062649528236682,0.331365102183567,8.331646623130041
quad_easy,cloudini,3449910499.0,,,0.2,999.7,LIORF,0.1728578427536776,0.1584628962113118,0.149709963874647,0.0690604396581585,0.0147981205700335,0.4445191072406135,59.34134992968991
quad_easy,cloudini,3449910499.0,,,0.2,999.7,LIORF,0.1728578427536776,0.1584628962113118,0.149709963874647,0.0690604396581585,0.0147981205700335,0.4445191072406135,59.34134992968991
quad_easy,cloudini,3449910499.0,,,0.2,,LOAM,0.11,,,,,0.28,
quad_easy,cloudini,3449910499.0,,,0.2,,LOAM,0.11,,,,,0.28,
quad_easy,cloudini,3449910499.0,,,0.2,,LOAM,0.11,,,,,0.28,
quad_easy,cloudini,3449910499.0,,,0.2,,LOAM,0.11,,,,,0.28,
quad_easy,cloudini,3449910499.0,,,0.2,,SPARK-FAST-LIO,0.07,,,,,0.18,
quad_easy,cloudini,3449910499.0,,,0.2,,SPARK-FAST-LIO,0.07,,,,,0.18,
quad_easy,cloudini,3449910499.0,,,0.2,,SPARK-FAST-LIO,0.07,,,,,0.18,
quad_easy,cloudini,3449910499.0,,,0.2,,SPARK-FAST-LIO,0.07,,,,,0.18,
quad_easy,cloudini,3418191939.0,,,0.3,2.3,KISS-ICP,0.1550651607223644,0.1415404341591111,0.1362426147142359,0.0633364789667299,0.0079934434513398,0.3917206506954373,35.03386232977539
quad_easy,cloudini,3396786491.0,,,0.4,2.3,KISS-ICP,0.5606815623640885,0.4778826495815643,0.4231093841806859,0.2932439046322004,0.013538133961764,2.0371447032611942,448.2827992988002
quad_easy,cloudini,3381459151.0,,,0.5,,LIORF,0.1782896465378863,0.163647395001823,0.1568485864555371,0.0707582374831493,0.0112453886010531,0.4846140142572686,63.09758815426986
quad_easy,cloudini,3381459151.0,,,0.5,,LOAM,4.42,,,,,10.05,
quad_easy,cloudini,3381459151.0,,,0.5,,SPARK-FAST-LIO,0.09,,,,,0.26,
quad_easy,cloudini,3368795635.0,,,0.6,2.2,KISS-ICP,18.587829808531502,18.074273282732754,19.045968127304167,4.3391315135664215,9.724685762709846,25.626778678211505,490275.024710133
quad_easy,cloudini,3354626055.0,,,0.8,2.2,KISS-ICP,18.55358554633577,18.035113964344067,18.971352047589374,4.355479413144027,9.71403906520467,25.45956542354102,484339.400031656
quad_easy,draco,3125809654.0,10.0,10.0,6.0,2.9,KISS-ICP,1.6435787962460189,1.340522832869484,1.0938303861954748,0.9509730774449324,0.0670024915008337,7.487106417575847,5370.286303825389
quad_easy,draco,3125809654.0,10.0,10.0,6.0,2.9,LIORF,10694.56754037715,10406.905289422486,9009.397022298055,2463.7567194588883,1336.9968007124817,14168.432152860232,106024489309.76328
quad_easy,draco,3125809654.0,10.0,10.0,6.0,,LOAM,29.7,,,,,48.16,
quad_easy,draco,3125809654.0,10.0,10.0,6.0,,LOAM,29.7,,,,,48.16,
quad_easy,draco,3125809654.0,10.0,10.0,6.0,,SPARK-FAST-LIO,0.24,,,,,1.48,
quad_easy,draco,3125809654.0,10.0,10.0,6.0,,SPARK-FAST-LIO,0.24,,,,,1.48,
quad_easy,draco,3125821050.0,10.0,10.0,7.0,2.9,KISS-ICP,0.4944913429831296,0.4312317724354814,0.3850489724375832,0.2419934848862925,0.0268308538762966,1.5011853868719731,486.1091163110952
quad_easy,draco,3125821050.0,10.0,10.0,7.0,2.9,LIORF,0.1827896603419031,0.1667105989939387,0.1552215753686626,0.0749642322110381,0.0138464327575746,0.4458059783251997,66.322938956898
quad_easy,draco,3125980514.0,10.0,10.0,8.0,2.9,KISS-ICP,0.1386320640284623,0.1241604226062116,0.1152837453803715,0.061668781689268,0.0093546802084243,0.4504097602852446,38.20707216346186
quad_easy,draco,3125980514.0,10.0,10.0,8.0,2.9,LIORF,0.1772540842484677,0.1623019979980505,0.1519929138894482,0.0712535741461698,0.0100109788114574,0.4435439218171209,62.36673560978439
quad_easy,draco,3125980514.0,10.0,10.0,8.0,,LOAM,0.11,,,,,0.27,
quad_easy,draco,3125980514.0,10.0,10.0,8.0,,LOAM,0.11,,,,,0.27,
quad_easy,draco,3125980514.0,10.0,10.0,8.0,,SPARK-FAST-LIO,0.08,,,,,0.2,
quad_easy,draco,3125980514.0,10.0,10.0,8.0,,SPARK-FAST-LIO,0.08,,,,,0.2,
quad_easy,draco,3127237666.0,10.0,10.0,9.0,2.9,KISS-ICP,0.1213452873525323,0.1089743790432523,0.1001397936086738,0.0533784926239604,0.0084391321616159,0.4076999485304699,29.27266138018527
quad_easy,draco,3127237666.0,10.0,10.0,9.0,2.9,LIORF,0.1763716568076165,0.161166982115867,0.1499501269199616,0.0716391317697767,0.0131054153650607,0.4367638307829724,61.74731823025135
quad_easy,draco,3132408286.0,10.0,10.0,10.0,2.9,KISS-ICP,0.1191671099750696,0.1071503243623863,0.0981077081531921,0.0521498618295939,0.0082844655557882,0.3716064794739938,28.231190598422973
quad_easy,draco,3132408286.0,10.0,10.0,10.0,2.9,LIORF,0.1755708838294002,0.160295678301865,0.149674682500272,0.0716270253911312,0.015625381983004,0.4474039987543984,61.18789346854395
quad_easy,draco,3132408286.0,10.0,10.0,10.0,,LOAM,0.1,,,,,0.26,
quad_easy,draco,3132408286.0,10.0,10.0,10.0,,LOAM,0.1,,,,,0.26,
quad_easy,draco,3132408286.0,10.0,10.0,10.0,,SPARK-FAST-LIO,0.08,,,,,0.2,
quad_easy,draco,3132408286.0,10.0,10.0,10.0,,SPARK-FAST-LIO,0.08,,,,,0.2,
quad_easy,draco,3147277622.0,10.0,10.0,11.0,2.9,KISS-ICP,0.1180097032957402,0.1060658170550765,0.098313295029845,0.0517332825595638,0.007138746314277,0.3366115864230279,27.68546466303389
quad_easy,draco,3147277622.0,10.0,10.0,11.0,2.9,LIORF,0.1759459759425762,0.1606610697959345,0.1505841381554137,0.0717287048705847,0.0147427857981004,0.44625458476714,61.44961810401542
quad_easy,draco,,0.0,6.0,12.0,2.9,KISS-ICP,0.1182209276620698,0.106303388617232,0.098324184321807,0.051727916116678,0.0043346353265772,0.3715370007067869,27.78466122171333
quad_easy,draco,,0.0,9.0,12.0,3.0,KISS-ICP,0.1182209276620698,0.106303388617232,0.098324184321807,0.051727916116678,0.0043346353265772,0.3715370007067869,27.78466122171333
quad_easy,draco,,3.0,6.0,12.0,2.9,KISS-ICP,0.1182209276620698,0.106303388617232,0.098324184321807,0.051727916116678,0.0043346353265772,0.3715370007067869,27.78466122171333
quad_easy,draco,,3.0,9.0,12.0,3.0,KISS-ICP,0.1182209276620698,0.106303388617232,0.098324184321807,0.051727916116678,0.0043346353265772,0.3715370007067869,27.78466122171333
quad_easy,draco,,6.0,0.0,12.0,2.9,KISS-ICP,0.1182209276620698,0.106303388617232,0.098324184321807,0.051727916116678,0.0043346353265772,0.3715370007067869,27.78466122171333
quad_easy,draco,,6.0,3.0,12.0,2.9,KISS-ICP,0.1182209276620698,0.106303388617232,0.098324184321807,0.051727916116678,0.0043346353265772,0.3715370007067869,27.78466122171333
quad_easy,draco,,6.0,6.0,12.0,2.9,KISS-ICP,0.1182209276620698,0.106303388617232,0.098324184321807,0.051727916116678,0.0043346353265772,0.3715370007067869,27.78466122171333
quad_easy,draco,,6.0,9.0,12.0,3.0,KISS-ICP,0.1182209276620698,0.106303388617232,0.098324184321807,0.051727916116678,0.0043346353265772,0.3715370007067869,27.78466122171333
quad_easy,draco,,9.0,0.0,12.0,3.0,KISS-ICP,0.1182209276620698,0.106303388617232,0.098324184321807,0.051727916116678,0.0043346353265772,0.3715370007067869,27.78466122171333
quad_easy,draco,,9.0,3.0,12.0,3.0,KISS-ICP,0.1182209276620698,0.106303388617232,0.098324184321807,0.051727916116678,0.0043346353265772,0.3715370007067869,27.78466122171333
quad_easy,draco,,9.0,6.0,12.0,3.0,KISS-ICP,0.1182209276620698,0.106303388617232,0.098324184321807,0.051727916116678,0.0043346353265772,0.3715370007067869,27.78466122171333
quad_easy,draco,,9.0,9.0,12.0,3.0,KISS-ICP,0.1182209276620698,0.106303388617232,0.098324184321807,0.051727916116678,0.0043346353265772,0.3715370007067869,27.78466122171333
quad_easy,draco,,0.0,0.0,12.0,2.2,KISS-ICP,0.1191500022178103,0.1067743692676729,0.0985133411662667,0.0528768105694247,0.0055038147995418,0.3690532524900364,28.22308538066639
quad_easy,draco,,0.0,3.0,12.0,2.2,KISS-ICP,0.1191500022178103,0.1067743692676729,0.0985133411662667,0.0528768105694247,0.0055038147995418,0.3690532524900364,28.22308538066639
quad_easy,draco,,3.0,0.0,12.0,2.2,KISS-ICP,0.1191500022178103,0.1067743692676729,0.0985133411662667,0.0528768105694247,0.0055038147995418,0.3690532524900364,28.22308538066639
quad_easy,draco,,3.0,3.0,12.0,2.2,KISS-ICP,0.1191500022178103,0.1067743692676729,0.0985133411662667,0.0528768105694247,0.0055038147995418,0.3690532524900364,28.22308538066639
quad_easy,draco,3178057342.0,10.0,10.0,12.0,,LOAM,0.1,,,,,0.22,
quad_easy,draco,3178057342.0,10.0,10.0,12.0,,SPARK-FAST-LIO,0.08,,,,,0.19,
quad_easy,draco,3178057342.0,10.0,10.0,12.0,,,,,,,,,
quad_easy,draco,,0.0,6.0,14.0,3.0,KISS-ICP,0.1179588881170436,0.1059690887890712,0.0983534454073645,0.0518155527522688,0.0042044121357976,0.3516105937751607,27.661626980188725
quad_easy,draco,,0.0,9.0,14.0,3.1,KISS-ICP,0.1179588881170436,0.1059690887890712,0.0983534454073645,0.0518155527522688,0.0042044121357976,0.3516105937751607,27.661626980188725
quad_easy,draco,,3.0,6.0,14.0,3.0,KISS-ICP,0.1179588881170436,0.1059690887890712,0.0983534454073645,0.0518155527522688,0.0042044121357976,0.3516105937751607,27.661626980188725
quad_easy,draco,,3.0,9.0,14.0,3.1,KISS-ICP,0.1179588881170436,0.1059690887890712,0.0983534454073645,0.0518155527522688,0.0042044121357976,0.3516105937751607,27.661626980188725
quad_easy,draco,,6.0,0.0,14.0,3.0,KISS-ICP,0.1179588881170436,0.1059690887890712,0.0983534454073645,0.0518155527522688,0.0042044121357976,0.3516105937751607,27.661626980188725
quad_easy,draco,,6.0,3.0,14.0,3.0,KISS-ICP,0.1179588881170436,0.1059690887890712,0.0983534454073645,0.0518155527522688,0.0042044121357976,0.3516105937751607,27.661626980188725
quad_easy,draco,,6.0,6.0,14.0,3.0,KISS-ICP,0.1179588881170436,0.1059690887890712,0.0983534454073645,0.0518155527522688,0.0042044121357976,0.3516105937751607,27.661626980188725
quad_easy,draco,,6.0,9.0,14.0,3.1,KISS-ICP,0.1179588881170436,0.1059690887890712,0.0983534454073645,0.0518155527522688,0.0042044121357976,0.3516105937751607,27.661626980188725
quad_easy,draco,,9.0,0.0,14.0,3.1,KISS-ICP,0.1179588881170436,0.1059690887890712,0.0983534454073645,0.0518155527522688,0.0042044121357976,0.3516105937751607,27.661626980188725
quad_easy,draco,,9.0,3.0,14.0,3.1,KISS-ICP,0.1179588881170436,0.1059690887890712,0.0983534454073645,0.0518155527522688,0.0042044121357976,0.3516105937751607,27.661626980188725
quad_easy,draco,,9.0,6.0,14.0,3.1,KISS-ICP,0.1179588881170436,0.1059690887890712,0.0983534454073645,0.0518155527522688,0.0042044121357976,0.3516105937751607,27.661626980188725
quad_easy,draco,,9.0,9.0,14.0,3.1,KISS-ICP,0.1179588881170436,0.1059690887890712,0.0983534454073645,0.0518155527522688,0.0042044121357976,0.3516105937751607,27.661626980188725
quad_easy,draco,,0.0,0.0,14.0,2.4,KISS-ICP,0.1195314233388983,0.1071598204632349,0.0999740178878893,0.0529578515775535,0.0094962037018962,0.3693810485227041,28.404069196860792
quad_easy,draco,,0.0,3.0,14.0,2.4,KISS-ICP,0.1195314233388983,0.1071598204632349,0.0999740178878893,0.0529578515775535,0.0094962037018962,0.3693810485227041,28.404069196860792
quad_easy,draco,,3.0,0.0,14.0,2.4,KISS-ICP,0.1195314233388983,0.1071598204632349,0.0999740178878893,0.0529578515775535,0.0094962037018962,0.3693810485227041,28.404069196860792
quad_easy,draco,,3.0,3.0,14.0,2.4,KISS-ICP,0.1195314233388983,0.1071598204632349,0.0999740178878893,0.0529578515775535,0.0094962037018962,0.3693810485227041,28.404069196860792
quad_easy,draco,3299052754.0,10.0,10.0,14.0,,LOAM,0.1,,,,,0.22,
quad_easy,draco,3299052754.0,10.0,10.0,14.0,,SPARK-FAST-LIO,0.08,,,,,0.18,
quad_easy,draco,3299052754.0,10.0,10.0,14.0,,,,,,,,,
quad_easy,draco,,0.0,0.0,16.0,2.5,KISS-ICP,0.1185088640128731,0.1063061190290827,0.0984678110089973,0.0523770933385594,0.0053494594242586,0.3650543366307529,27.92016948904788
quad_easy,draco,,0.0,3.0,16.0,2.5,KISS-ICP,0.1185088640128731,0.1063061190290827,0.0984678110089973,0.0523770933385594,0.0053494594242586,0.3650543366307529,27.92016948904788
quad_easy,draco,,3.0,0.0,16.0,2.5,KISS-ICP,0.1185088640128731,0.1063061190290827,0.0984678110089973,0.0523770933385594,0.0053494594242586,0.3650543366307529,27.92016948904788
quad_easy,draco,,3.0,3.0,16.0,2.5,KISS-ICP,0.1185088640128731,0.1063061190290827,0.0984678110089973,0.0523770933385594,0.0053494594242586,0.3650543366307529,27.92016948904788
quad_easy,draco,,0.0,6.0,16.0,3.2,KISS-ICP,0.1186707475668404,0.1066063709886034,0.0978567252278663,0.0521327919136605,0.0077181746095917,0.3561827541403588,27.99649970020868
quad_easy,draco,,0.0,9.0,16.0,3.3,KISS-ICP,0.1186707475668404,0.1066063709886034,0.0978567252278663,0.0521327919136605,0.0077181746095917,0.3561827541403588,27.99649970020868
quad_easy,draco,,3.0,6.0,16.0,3.2,KISS-ICP,0.1186707475668404,0.1066063709886034,0.0978567252278663,0.0521327919136605,0.0077181746095917,0.3561827541403588,27.99649970020868
quad_easy,draco,,3.0,9.0,16.0,3.3,KISS-ICP,0.1186707475668404,0.1066063709886034,0.0978567252278663,0.0521327919136605,0.0077181746095917,0.3561827541403588,27.99649970020868
quad_easy,draco,,6.0,0.0,16.0,3.2,KISS-ICP,0.1186707475668404,0.1066063709886034,0.0978567252278663,0.0521327919136605,0.0077181746095917,0.3561827541403588,27.99649970020868
quad_easy,draco,,6.0,3.0,16.0,3.2,KISS-ICP,0.1186707475668404,0.1066063709886034,0.0978567252278663,0.0521327919136605,0.0077181746095917,0.3561827541403588,27.99649970020868
quad_easy,draco,,6.0,6.0,16.0,3.2,KISS-ICP,0.1186707475668404,0.1066063709886034,0.0978567252278663,0.0521327919136605,0.0077181746095917,0.3561827541403588,27.99649970020868
quad_easy,draco,,6.0,9.0,16.0,3.3,KISS-ICP,0.1186707475668404,0.1066063709886034,0.0978567252278663,0.0521327919136605,0.0077181746095917,0.3561827541403588,27.99649970020868
quad_easy,draco,,9.0,0.0,16.0,3.3,KISS-ICP,0.1186707475668404,0.1066063709886034,0.0978567252278663,0.0521327919136605,0.0077181746095917,0.3561827541403588,27.99649970020868
quad_easy,draco,,9.0,3.0,16.0,3.3,KISS-ICP,0.1186707475668404,0.1066063709886034,0.0978567252278663,0.0521327919136605,0.0077181746095917,0.3561827541403588,27.99649970020868
quad_easy,draco,,9.0,6.0,16.0,3.3,KISS-ICP,0.1186707475668404,0.1066063709886034,0.0978567252278663,0.0521327919136605,0.0077181746095917,0.3561827541403588,27.99649970020868
quad_easy,draco,,9.0,9.0,16.0,3.3,KISS-ICP,0.1186707475668404,0.1066063709886034,0.0978567252278663,0.0521327919136605,0.0077181746095917,0.3561827541403588,27.99649970020868
quad_easy,draco,,0.0,6.0,18.0,3.5,KISS-ICP,0.1182340708711317,0.106821539154205,0.0995835238908742,0.0506799199632995,0.0037282806889729,0.3391380396170714,27.79083948334249
quad_easy,draco,,0.0,9.0,18.0,3.6,KISS-ICP,0.1182340708711317,0.106821539154205,0.0995835238908742,0.0506799199632995,0.0037282806889729,0.3391380396170714,27.79083948334249
quad_easy,draco,,3.0,6.0,18.0,3.5,KISS-ICP,0.1182340708711317,0.106821539154205,0.0995835238908742,0.0506799199632995,0.0037282806889729,0.3391380396170714,27.79083948334249
quad_easy,draco,,3.0,9.0,18.0,3.6,KISS-ICP,0.1182340708711317,0.106821539154205,0.0995835238908742,0.0506799199632995,0.0037282806889729,0.3391380396170714,27.79083948334249
quad_easy,draco,,6.0,0.0,18.0,3.5,KISS-ICP,0.1182340708711317,0.106821539154205,0.0995835238908742,0.0506799199632995,0.0037282806889729,0.3391380396170714,27.79083948334249
quad_easy,draco,,6.0,3.0,18.0,3.5,KISS-ICP,0.1182340708711317,0.106821539154205,0.0995835238908742,0.0506799199632995,0.0037282806889729,0.3391380396170714,27.79083948334249
quad_easy,draco,,6.0,6.0,18.0,3.5,KISS-ICP,0.1182340708711317,0.106821539154205,0.0995835238908742,0.0506799199632995,0.0037282806889729,0.3391380396170714,27.79083948334249
quad_easy,draco,,6.0,9.0,18.0,3.6,KISS-ICP,0.1182340708711317,0.106821539154205,0.0995835238908742,0.0506799199632995,0.0037282806889729,0.3391380396170714,27.79083948334249
quad_easy,draco,,9.0,0.0,18.0,3.6,KISS-ICP,0.1182340708711317,0.106821539154205,0.0995835238908742,0.0506799199632995,0.0037282806889729,0.3391380396170714,27.79083948334249
quad_easy,draco,,9.0,3.0,18.0,3.6,KISS-ICP,0.1182340708711317,0.106821539154205,0.0995835238908742,0.0506799199632995,0.0037282806889729,0.3391380396170714,27.79083948334249
quad_easy,draco,,9.0,6.0,18.0,3.6,KISS-ICP,0.1182340708711317,0.106821539154205,0.0995835238908742,0.0506799199632995,0.0037282806889729,0.3391380396170714,27.79083948334249
quad_easy,draco,,9.0,9.0,18.0,3.6,KISS-ICP,0.1182340708711317,0.106821539154205,0.0995835238908742,0.0506799199632995,0.0037282806889729,0.3391380396170714,27.79083948334249
quad_easy,draco,,0.0,0.0,18.0,2.7,KISS-ICP,0.1183649935794775,0.1064539345281425,0.0987280103666526,0.0517477683436465,0.0050916657797802,0.3749090389969467,27.852420149678707
quad_easy,draco,,0.0,3.0,18.0,2.7,KISS-ICP,0.1183649935794775,0.1064539345281425,0.0987280103666526,0.0517477683436465,0.0050916657797802,0.3749090389969467,27.852420149678707
quad_easy,draco,,3.0,0.0,18.0,2.7,KISS-ICP,0.1183649935794775,0.1064539345281425,0.0987280103666526,0.0517477683436465,0.0050916657797802,0.3749090389969467,27.852420149678707
quad_easy,draco,,3.0,3.0,18.0,2.7,KISS-ICP,0.1183649935794775,0.1064539345281425,0.0987280103666526,0.0517477683436465,0.0050916657797802,0.3749090389969467,27.852420149678707
quad_easy,draco,,0.0,6.0,20.0,3.8,KISS-ICP,0.1170301289928211,0.1054682757298264,0.0983207443915424,0.0507197585429354,0.0080888366682367,0.3543646873689242,27.227749571047813
quad_easy,draco,,0.0,9.0,20.0,3.9,KISS-ICP,0.1170301289928211,0.1054682757298264,0.0983207443915424,0.0507197585429354,0.0080888366682367,0.3543646873689242,27.227749571047813
quad_easy,draco,,3.0,6.0,20.0,3.8,KISS-ICP,0.1170301289928211,0.1054682757298264,0.0983207443915424,0.0507197585429354,0.0080888366682367,0.3543646873689242,27.227749571047813
quad_easy,draco,,3.0,9.0,20.0,3.9,KISS-ICP,0.1170301289928211,0.1054682757298264,0.0983207443915424,0.0507197585429354,0.0080888366682367,0.3543646873689242,27.227749571047813
quad_easy,draco,,6.0,0.0,20.0,3.8,KISS-ICP,0.1170301289928211,0.1054682757298264,0.0983207443915424,0.0507197585429354,0.0080888366682367,0.3543646873689242,27.227749571047813
quad_easy,draco,,6.0,3.0,20.0,3.8,KISS-ICP,0.1170301289928211,0.1054682757298264,0.0983207443915424,0.0507197585429354,0.0080888366682367,0.3543646873689242,27.227749571047813
quad_easy,draco,,6.0,6.0,20.0,3.8,KISS-ICP,0.1170301289928211,0.1054682757298264,0.0983207443915424,0.0507197585429354,0.0080888366682367,0.3543646873689242,27.227749571047813
quad_easy,draco,,6.0,9.0,20.0,3.9,KISS-ICP,0.1170301289928211,0.1054682757298264,0.0983207443915424,0.0507197585429354,0.0080888366682367,0.3543646873689242,27.227749571047813
quad_easy,draco,,9.0,0.0,20.0,3.9,KISS-ICP,0.1170301289928211,0.1054682757298264,0.0983207443915424,0.0507197585429354,0.0080888366682367,0.3543646873689242,27.227749571047813
quad_easy,draco,,9.0,3.0,20.0,3.9,KISS-ICP,0.1170301289928211,0.1054682757298264,0.0983207443915424,0.0507197585429354,0.0080888366682367,0.3543646873689242,27.227749571047813
quad_easy,draco,,9.0,6.0,20.0,3.9,KISS-ICP,0.1170301289928211,0.1054682757298264,0.0983207443915424,0.0507197585429354,0.0080888366682367,0.3543646873689242,27.227749571047813
quad_easy,draco,,9.0,9.0,20.0,3.9,KISS-ICP,0.1170301289928211,0.1054682757298264,0.0983207443915424,0.0507197585429354,0.0080888366682367,0.3543646873689242,27.227749571047813
quad_easy,draco,,0.0,0.0,20.0,2.8,KISS-ICP,0.1183607585820025,0.1063640639643096,0.0981803619741431,0.0519225872728173,0.006697327204758,0.3740910241404543,27.850427114148893
quad_easy,draco,,0.0,3.0,20.0,2.8,KISS-ICP,0.1183607585820025,0.1063640639643096,0.0981803619741431,0.0519225872728173,0.006697327204758,0.3740910241404543,27.850427114148893
quad_easy,draco,,3.0,0.0,20.0,2.8,KISS-ICP,0.1183607585820025,0.1063640639643096,0.0981803619741431,0.0519225872728173,0.006697327204758,0.3740910241404543,27.850427114148893
quad_easy,draco,,3.0,3.0,20.0,2.8,KISS-ICP,0.1183607585820025,0.1063640639643096,0.0981803619741431,0.0519225872728173,0.006697327204758,0.3740910241404543,27.850427114148893
quad_easy,raw_packets,3172199660.0,,,,3.0,,,,,,,,
quad_easy,raw_packets,3172199660.0,,,,3.0,,,,,,,,
quad_easy,uncompressed,12526824475.0,,,,,LOAM,0.1,,,,,0.22,
quad_easy,uncompressed,12526824475.0,,,,,LOAM,0.1,,,,,0.22,
quad_easy,uncompressed,12526824475.0,,,,,SPARK-FAST-LIO,0.07,,,,,0.18,
quad_easy,uncompressed,12526824475.0,,,,,SPARK-FAST-LIO,0.07,,,,,0.18,
quad_easy,uncompressed,12526824475.0,,,,,,,,,,,,
spagna,cloudini,46403577044.0,,,0.001,,LOAM,1.03,,,,,2.06,
spagna,cloudini,46403577044.0,,,0.001,,SPARK-FAST-LIO,1.5,,,,,3.13,
spagna,cloudini,46403577044.0,,,0.001,,,,,,,,,
spagna,cloudini,45223705056.0,,,0.01,,LOAM,1.1,,,,,2.15,
spagna,cloudini,45223705056.0,,,0.01,,SPARK-FAST-LIO,1.51,,,,,3.17,
spagna,cloudini,45223705056.0,,,0.01,,,,,,,,,
spagna,cloudini,42540207972.0,,,0.1,,LOAM,1.17,,,,,2.34,
spagna,cloudini,42540207972.0,,,0.1,,SPARK-FAST-LIO,1.59,,,,,3.26,
spagna,cloudini,42540207972.0,,,0.1,,,,,,,,,
spagna,cloudini,41958102432.0,,,0.2,,LOAM,1.13,,,,,2.44,
spagna,cloudini,41958102432.0,,,0.2,,SPARK-FAST-LIO,1.8,,,,,3.44,
spagna,cloudini,41958102432.0,,,0.2,,,,,,,,,
spagna,cloudini,41514314340.0,,,0.5,,LOAM,33.17,,,,,107.66,
spagna,cloudini,41514314340.0,,,0.5,,SPARK-FAST-LIO,1.8,,,,,3.44,
spagna,cloudini,41514314340.0,,,0.5,,,,,,,,,
spagna,draco,35245187720.0,10.0,10.0,6.0,,LOAM,60.2,,,,,152.13,
spagna,draco,35245187720.0,10.0,10.0,6.0,,SPARK-FAST-LIO,1.58,,,,,5.0,
spagna,draco,35245187720.0,10.0,10.0,6.0,,,,,,,,,
spagna,draco,35266522340.0,10.0,10.0,8.0,,LOAM,1.86,,,,,5.3,
spagna,draco,35266522340.0,10.0,10.0,8.0,,SPARK-FAST-LIO,0.98,,,,,1.83,
spagna,draco,35266522340.0,10.0,10.0,8.0,,,,,,,,,
spagna,draco,35477592804.0,10.0,10.0,10.0,,LOAM,0.68,,,,,1.49,
spagna,draco,35477592804.0,10.0,10.0,10.0,,SPARK-FAST-LIO,1.25,,,,,2.66,
spagna,draco,35477592804.0,10.0,10.0,10.0,,,,,,,,,
spagna,draco,36154107748.0,10.0,10.0,12.0,,LOAM,0.89,,,,,1.79,
spagna,draco,36154107748.0,10.0,10.0,12.0,,SPARK-FAST-LIO,1.48,,,,,3.15,
